pH,EC_uScm,TDS_mgL,Suhu_Air,Chromium_ugL,Nickel_ugL
6.847699907107863,651.6841112920539,417.0778312269145,22.125268443294722,34.146101280297835,20.988235439559165
6.403214989180171,641.3050620656511,410.4352397220167,23.430751879312215,46.64726355063985,30.0534607532153
6.953381976670484,171.5248895794947,109.77592933087661,22.409166286342,18.0329562675725,11.357781169844435
7.566120899485618,684.4684329044969,438.059797058878,24.88646316431142,21.174445890693917,13.849528066056775
6.336092637693665,1056.4901786376108,676.1537143280709,28.690124860116697,61.01591387541627,47.125047471532646
6.336104130135574,354.0187583231217,226.5720053267979,21.801352450005783,34.505379531196965,20.75179096361419
7.605448970855174,1166.9689278677074,746.8601138353328,28.00287174218945,25.297662131223046,24.177328494615697
7.037204310407036,970.7211873795184,621.2615599228918,21.764147746785895,44.53773801634639,25.073031596091816
6.171367929845534,543.0183373101368,347.53173587848755,21.533304756260904,48.2067238469357,28.078805305644654
6.879792030510175,750.4646269317534,480.29736123632216,27.365081164201246,43.18448675511735,22.03173025559686
6.175607615031277,1359.4126326743617,870.0240849115916,27.72677732302666,112.1214261771376,79.75189557076335
6.1739891725008205,1056.741734727053,676.3147102253139,27.47993477866929,82.21367980165823,70.02011075425757
6.669373590096224,803.0742792143517,513.9675386971851,19.894709071236505,41.075329416660544,32.62103180596731
5.160703828739542,716.8108390636555,458.75893700073954,22.86917157674782,110.52107716442404,102.2198196324973
5.292557517240877,826.8131746580808,529.1604317811717,27.380460072011626,128.24065492749278,100.46392428622215
6.106398729531319,620.8827547201938,397.36496302092405,24.64539644197363,55.137230502790686,41.73630578300522
5.791018215765903,100.0,64.0,20.742075038308876,38.309224302306006,24.47594779153241
6.719973132816691,1514.762268687156,969.4478519597798,26.104112786939048,69.95828724479047,62.43964570013733
5.864383147135152,854.3637497197905,546.7927998206659,21.998174593529853,75.29995967736683,53.107029198424826
5.511387409065296,939.351542792888,601.1849873874484,30.780836969372743,136.43799705493802,85.14629923326267
7.525954138245088,779.732287543082,499.02866402757246,29.906945118463906,27.67698048336967,15.487718446476983
6.341956589659425,542.7091197463942,347.3338366376923,26.614340992244486,44.244277249760316,28.73418726072473
6.5472697432815465,734.9264316679303,470.3529162674754,29.26352346669421,45.16499501840159,34.79307767522367
5.50267626965058,240.21183323199102,153.73557326847427,24.726769725431833,59.12559335508532,34.44279863480723
6.118932092832372,1596.9802743186565,1022.0673755639401,27.179031230312557,123.9807976392062,120.7468534332259
6.577645812796907,367.9208005521614,235.4693123533833,29.672021033557265,35.26377667228697,16.57178253943135
5.6943044958043885,438.8118006534872,280.8395524182318,25.359245386280094,75.55971955854513,42.766937332719344
6.76298861284197,645.9092784647598,413.3819382174463,23.606844899700008,32.2456096147396,24.712990138190968
6.079552917056836,1250.826503698332,800.5289623669325,18.533823146380094,100.35987989043109,77.0627676906105
6.295814375144706,805.078149741929,515.2500158348346,24.20903265997477,54.87518631889815,42.3214339087679
6.078805371439422,367.3524713893382,235.10558168917643,27.38198114596809,43.143334351258126,25.59220694764819
7.796594729156256,1239.018426265069,792.9717928096442,27.809716996486703,31.487152488536122,16.12562510832791
6.490551942683446,1055.8502193749184,675.7441403999478,26.265277730014436,55.32036084544085,48.315158752849236
5.75960234973087,988.4522350257583,632.6094304164853,22.60545316763216,104.94625120809147,92.37741534159265
7.075781438472232,1050.506984409794,672.3244700222682,17.581124508683434,43.160081663667384,25.05692319223569
5.6454094450202845,1638.0266652038576,1048.337065730469,22.766747156983428,196.3331329124571,201.4789764287441
6.646204516503329,1564.7832132626393,1001.4612564880891,23.43479295131117,96.57185043588302,72.17573185774025
5.128230913284157,559.6496299488466,358.17576316726183,23.40474861483495,109.3281585872637,65.78992923181094
5.570269765771099,1368.3597474839034,875.7502383896982,26.664947249422735,183.4605836424127,119.67686129726222
6.6378028651083865,934.1088664156151,597.8296745059937,31.44986743855194,43.51694683862541,35.04391910057913
7.016926605996788,974.6835356482122,623.7974628148559,24.932352206443827,38.06325197029213,25.77474286366417
6.6199577968329795,207.705208924835,132.9313337118944,23.741438737952386,25.812083590607756,13.219703868611882
6.419046202328231,740.3649821141314,473.83358855304414,23.592723654485678,38.473607733259925,27.467197873859465
6.289227413087498,515.5117433822022,329.92751576460944,24.935346684177,39.83032185640612,25.953163977818306
5.465034606742801,1089.8205852126582,697.4851745361012,21.600971838780602,127.2252139118834,110.11300903230982
5.996109054123704,1174.8781751409817,751.9220320902283,24.920694955611193,109.4270301251905,77.35366245210365
6.177552860328149,100.0,64.0,26.0778431771613,30.542835340199524,18.314480366289548
7.239985558353241,792.2877975985053,507.0641904630434,25.23390122251071,26.145477682439545,18.717304819796635
6.740532802697923,1192.6515266779884,763.2969770739126,26.101396769016734,63.50231311233171,48.88106036569707
5.2658718912460865,734.6623631902943,470.1839124417884,26.018116632719874,98.64373645928117,87.89867837767284
6.726858778576356,1055.1722757508276,675.3102564805297,18.298361612137448,43.31360567893146,36.90796769469746
6.230442403708579,922.9079136694794,590.6610647484669,26.729045554383912,64.70798919139926,53.35838986138491
6.026154599785829,919.5810811834192,588.5318919573883,22.151448040181414,67.8507558192271,50.42476879160065
6.928173402188608,705.0397576760959,451.22544491270133,20.66456292948615,28.748371116385584,20.721119297587528
7.221699665747166,374.19671855250164,239.48589987360106,20.634418602507512,20.496143169867175,11.205960298722417
7.151896083381339,407.4644484012404,260.7772469767939,26.017395636653852,22.877996340825327,10.932536402201658
5.912547733744153,1048.273380059361,670.8949632379911,23.720987754713015,102.05837423817646,68.19480236686493
6.28355133690415,806.8103894316091,516.3586492362299,18.61310925605106,64.02340891788178,31.652953718745366
6.731884401982494,751.5207143874713,480.97325720798165,26.173132353172992,44.26399925750977,32.749880442362716
7.182881588985651,651.6384851871766,417.048630519793,19.461371542204105,21.231939951629013,14.619751711595617
6.164578033508297,693.1839040817368,443.63769861231157,24.98937475481374,59.24136672135228,46.59028283094143
6.370038716335328,1166.4191280708487,746.5082419653432,25.33474623985569,71.9400829127811,56.96396863046121
5.72556551819578,682.6645713461907,436.905325661562,27.599519785932657,72.60857155657729,58.29449721659607
5.66265536314353,330.6273503444509,211.6015042204486,30.73589675263398,62.032289319008285,36.21965490867848
7.068768075675939,1060.2781214390607,678.5779977209988,19.723632859348104,34.905482460465606,29.272965360676864
7.449368019999576,728.2931676473489,466.1076272943033,24.316341503779327,19.38541739571507,15.466507582375344
6.449592914893766,810.9885529364717,519.0326738793419,23.532826467345238,54.43379309219979,38.13856752063334
7.202473028524417,1362.6524072398288,872.0975406334904,26.01812390086337,51.26028712422672,39.737387659296154
6.753145217533344,792.8038049273225,507.3944351534864,25.254840698267664,40.88691643073748,25.964767663886676
6.048416171776413,901.2142855915539,576.7771427785946,23.26608815042183,69.15060801991984,51.24405622757595
6.75297692385589,387.37677804558615,247.92113794917515,22.956842339862007,29.768111311471223,14.139617114936765
7.576625596526179,723.1156916771639,462.7940426733849,20.592422006855834,21.975471475190773,13.67413419361701
6.474921772623034,1013.3341158230104,648.5338341267267,27.957515538422783,61.20273916546562,49.495233001676475
7.595250559069804,255.6191931555652,163.59628361956172,26.107214635598353,11.876122174448161,8.918072217618706
4.8,870.2957825904983,556.9893008579189,27.71218869228298,175.8362362664582,148.0493561475148
7.075331753062657,835.2768754256822,534.5772002724366,23.4136135223357,35.76991731888753,20.088538212901376
6.5609329477667195,814.4506094556037,521.2483900515864,22.201075859569492,53.62525241248814,26.67128657889227
6.290694854673893,1163.0056145303852,744.3235932994465,20.725897266797702,77.46730153349267,67.89580545769478
6.564232543574851,917.0534801969825,586.9142273260688,25.75621154309231,50.848724027028034,29.595897974030798
5.108701759779375,1317.3251644247553,843.0881052318434,20.860723714151177,216.60971867938753,179.3026723547031
6.346229678513741,452.24366954208733,289.4359485069359,30.970320741382928,40.841312563149096,24.758601281046626
6.749978800058223,847.5735985264218,542.44710305691,19.923250966172958,40.34535408958122,28.696006520436658
7.534525831319061,829.5633752364816,530.9205601513482,25.457810417243756,17.98911017982156,15.117771493644465
6.137210847208447,425.760927185722,272.48699339886207,29.983991475248253,50.59500694202872,29.632210142017648
5.934054477974769,1134.7032507319711,726.2100804684616,26.59681415742333,119.33598585067718,58.83887968112359
6.1487700694908245,1613.6356570484863,1032.7268205110313,25.114857993721227,126.86792775085752,113.62688466729207
7.140781482391452,794.0478739306592,508.1906393156219,21.110307235633364,27.536132354025497,15.355771443577824
6.7301257767617795,976.7573808958184,625.1247237733238,19.663807840013035,48.037310350664725,37.106122349483776
6.129167857363073,829.5814665353645,530.9321385826332,27.195175381211552,65.01277695854492,43.83547585608207
6.859287203179349,550.2453655324884,352.1570339407926,29.771515342712313,32.730073779106846,14.673047565505305
6.567954284543628,162.73390276929433,104.14969777234838,22.9640250333264,26.033572424648398,13.863494610645859
7.178051493373022,552.9792809166222,353.90673978663824,20.51328472334277,22.00444003905723,13.666831840963344
6.008562834285853,312.81456666689405,200.2013226668122,15.896406993078436,39.778586034212914,32.5795643149816
6.270636497381562,1396.4357273206913,893.7188654852424,21.06732304718112,108.79175410385436,81.90812354228139
6.225524292807489,759.7116071268663,486.2154285611944,24.10220105125336,61.05163776813902,41.50921767489418
5.475539536307517,678.9282348334903,434.51407029343375,30.09693134292857,102.75927640119612,76.22305679486011
6.7072841939452035,1111.2038386757322,711.1704567524686,26.85596792281539,51.21805986106854,40.10931426476507
6.682738690525922,407.3871140004392,260.7277529602811,25.567798916473635,35.31961334831645,20.065242526220075
6.503579419649722,531.5975866984066,340.22245548698027,23.09958118544604,32.48971039030778,26.53011009141874
6.335789006637397,823.8252942370174,527.2481883116911,22.45891998960415,60.32004771845093,33.889332910511115
5.50924048056471,1160.0691469982182,742.4442540788597,29.419766591277874,118.76470499778344,133.4902616116112
6.205548274064249,975.5897658090759,624.3774501178085,25.202584892654365,66.5039136128648,44.14056603064168
6.260099838431262,886.9137998805588,567.6248319235576,17.140897578276423,73.10961365071087,49.921806082465864
5.938405911544867,827.3412073326057,529.4983726928676,22.14261123235965,82.01648664852897,45.643073673834756
6.387100001833794,940.0825494343713,601.6528316379977,21.496243888799306,57.58537542815431,46.19746163596028
6.782835599770177,870.5785167952391,557.1702507489531,22.588075967878872,40.45484421165787,35.84202532728955
7.820330130847371,439.5097038280725,281.2862104499664,26.470187310997797,13.406738055328914,7.447154661223963
6.622204468982288,816.1277275716029,522.3217456458259,24.12394291372013,47.6333691452756,30.024412455726747
6.680285273505935,424.2089693787866,271.49374040242344,24.230971075487183,34.04516752483658,20.16167635366235
6.447887858963683,828.3788900152883,530.1624896097845,29.097156064638327,50.09311986423709,34.75032507346516
5.1568601492906705,631.7732204791155,404.3348611066339,22.06238618574659,97.28427302048735,100.43833234500863
6.481440287185548,1688.7835679740015,1080.821483503361,31.024698340605724,114.21713977692816,96.71577048010556
6.542161146958718,786.0369656869009,503.0636580396166,22.150423430201197,44.939267138832456,30.708146652679783
8.2242694787397,308.51615180844396,197.45033715740414,24.812193688144,7.755590666852601,6.7
6.365347324653214,753.0369262630765,481.94363280836893,23.515787416090316,53.236608840704214,31.768702375381242
6.711083139633529,981.7755609732608,628.3363590228869,24.931966967253363,48.60031336818708,32.40566456680963
6.47570176120633,1385.6773811533833,886.8335239381653,26.056071982755952,87.96438630585777,64.38866258552426
5.681925373666328,593.6916600214486,379.9626624137271,26.018423340311067,68.15265457063599,48.28252739198645
7.2999759701605145,246.15020909172597,157.53613381870463,21.86408934282797,17.058317534973373,8.613402683021413
7.026353122880742,1085.8929540008435,694.9714905605398,20.5697986289335,38.30365829357377,38.78510267761308
7.053722362930133,316.7904529351221,202.74588987847815,33.26110126816999,19.33818761941071,10.916606238794566
5.863428781643683,647.3455954723802,414.3011811023233,22.806054811398063,66.51574486548785,47.731419869498694
7.4819560176552695,709.8328300711521,454.29301124553734,26.94724353535195,25.667285597008988,14.65068258889194
5.518704256045403,775.6282913449621,496.40210646077577,18.873255413168813,106.08621857773846,77.22769199602038
6.910799965660189,1041.2075599760174,666.3728383846511,23.521355480333632,49.90163038898126,31.542305825194216
8.033318938066985,560.7280011997643,358.86592076784916,24.05480215606145,14.464792954115058,7.1889794751575735
5.806624572408518,704.1947617416338,450.68464751464563,26.154852744747412,104.1528904430758,55.253037120632236
6.10359158927806,795.005376467714,508.80344093933695,15.0,65.54150425318257,47.2684884297112
6.569755955561349,852.3592851315758,545.5099424842085,25.081492145774156,55.64649891150259,32.64503333250074
6.147567042118661,834.239511147773,533.9132871345747,20.475904906212374,71.94154512699038,38.670284057133536
5.414535598253707,952.6020213279029,609.6652936498579,25.635209989182233,137.47721232930311,90.74388426173537
6.5479940823642195,1095.3438283746082,701.0200501597492,20.87284781106643,73.07166609163133,39.67769888001803
5.756387400391727,937.4219404778388,599.9500419058169,21.505810564260464,92.50224793310741,66.1633372311785
6.831514701444627,958.7549332282265,613.603157266065,23.54230336362356,42.41015579645482,30.903557955607905
5.856403036036338,246.2218916387328,157.582010648789,20.816846856388818,48.66653271117041,30.99607409635329
7.584954083512278,817.5796947079882,523.2510046131125,22.83562943642626,22.005871887600453,17.501632315495662
