pH,EC_uScm,TDS_mgL,Suhu_Air,Chromium_ugL,Nickel_ugL,pH_squared,pH_EC_interact,log_EC,pOH_proxy,pH_temp_interact
8.458969926095145,100.0,64.0,25.771327666516235,6.524104561657254,6.7,71.55417221058211,845.8969926095145,2.0,5.541030073904855,217.9988856866046
6.405368189295323,580.3323676004836,371.4127152643095,25.281224479859706,46.15019944216791,26.94121690289951,41.028741640436444,3717.242486646577,2.763676793687508,7.594631810704677,161.93555106972755
8.018018375294117,191.44729052432996,122.52626593557117,25.446694830054298,10.212435231718956,6.7,64.28861866655411,1535.027893324349,2.2820492243339596,5.981981624705883,204.0320667378772
5.34807209101826,523.3054784811197,334.91550622791664,23.425247794016222,69.0765699179025,66.71803562971076,28.60187509072842,2798.675424541833,2.7187552813891305,8.65192790898174,125.27991395236522
5.993142783568992,333.08317358123173,213.17323109198833,26.0068460174316,43.80996688986112,27.877356156467897,35.91776042424508,1996.2150180766168,2.5225526939178406,8.006857216431008,155.86274153276017
5.623302802517491,871.9746636898532,558.0637847615061,23.284737293429647,111.0190525599819,80.07948677329168,31.62153440880107,4903.377570051398,2.940503866148684,8.376697197482509,130.93712847802647
4.864091884059398,1266.2231586440998,810.3828215322239,28.157399546313457,260.0631792621153,193.04777667372355,23.659389856572506,6159.025789368822,3.102510252306101,9.135908115940602,136.96017860944107
6.17118332832895,1273.049234033373,814.7515097813588,27.494447848602682,93.12749218075645,87.17511587529648,38.08350367184518,7856.220209208692,3.1048451999266673,7.82881667167105,169.67327818490665
5.72723449108935,244.64566859324208,156.57322789967495,27.905781501378243,51.47652611243379,32.40394806774408,32.80121491592348,1401.1431112628304,2.3885375310597583,8.27276550891065,159.82295431549662
5.173733942905661,877.4779052945956,561.5858593885413,22.671211644171787,114.58610813735821,99.46408153875618,26.767522911974154,4539.8372227724085,2.943236189833653,8.82626605709434,117.29481721024963
5.3873488116171995,833.1119228650705,533.1916306336451,18.665244806168346,123.03570900632299,73.7604139690313,29.02352721803325,4488.264527591257,2.920703349807162,8.6126511883828,100.55618442505514
6.15926669882531,1266.0413463628763,810.2664616722409,24.44320105600534,103.29900255250638,77.04508707738279,37.936566267258435,7797.886303988825,3.102447889096841,7.84073330117469,150.55219427694533
8.338207289653,121.27652349443558,77.61697503643877,25.875641345438368,6.852054842000152,6.7,69.52570080522244,1011.2287922650762,2.083776739006786,5.661792710346999,215.75646129098078
6.168820377372201,2500.0,1600.0,19.671966047981872,300.0,316.4906755759565,38.054344848282504,15422.050943430502,3.3979400086720375,7.831179622627799,121.35282501976467
6.222258815783062,467.8787434804147,299.4423958274654,22.732819866483638,41.48966064587439,28.749387587659193,38.71650477059003,2911.262636338512,2.670133314910367,7.777741184216938,141.44948882183613
6.3857756356404245,418.0420988090897,267.5469432378174,21.594625951316,36.866881936734316,26.053278909690817,40.778130468738865,2669.523049247072,2.621220019478014,7.6142243643595755,137.89843626068213
6.009427598886725,1371.2308683400354,877.5877557376226,22.12110456457641,116.04293264467877,94.96874219061857,36.11322006626146,8240.312624648017,3.137110581270232,7.990572401113275,132.93517628822457
6.694999234891074,653.4443687179016,418.20439597945705,25.969875971345214,33.120337409285135,22.81669168011649,44.82301475519206,4374.809548610232,2.815208619633076,7.305000765108926,173.8682997583723
8.333173370190526,233.3295862867094,149.330935223494,22.15938315758084,7.835114674221784,6.7,69.44177841765253,1944.3758949219794,2.367969811002857,5.666826629809474,184.6579816286011
5.8003592991503075,488.21004080466815,312.4544261149876,29.160903805380002,62.16655433683836,39.09414169924307,33.64416799923944,2831.793650119908,2.6886067071197175,8.199640700849692,169.1437195591635
5.069278430862939,949.2570370473878,607.5245037103282,18.34510790844901,158.56946613726072,116.52799235020096,25.69758380961222,4812.048223249185,2.9773838253425393,8.930721569137061,92.99645983215368
6.248454566987383,627.181872947838,401.3963986866163,24.327020621129204,49.379294534457905,38.702252906564695,39.04318447570548,3918.917438352619,2.797393497711311,7.751545433012617,152.00628310129102
5.112397637006309,1253.9966811681643,802.5578759476251,25.848576847495217,207.8939574477008,156.23714651610638,26.13660959886769,6410.929669617876,3.0982963870909814,8.887602362993691,132.1482031951105
6.7260697717625995,267.6313925469637,171.28409123005676,28.68091542924049,23.931331213422148,15.526112354880688,45.240014574618584,1800.1074193848629,2.42753705382782,7.2739302282374005,192.909838295094
5.467029576548821,866.8917163225693,554.8106984464443,26.834659416542785,119.63779414660007,90.27863576637411,29.888412390859585,4739.322652800657,2.9379648530234492,8.532970423451179,146.70587670685373
5.006513446098676,1294.5565642497365,828.5162011198314,15.0,239.12854859017972,194.58041279217795,25.065176885966842,6481.214845651611,3.112121031213412,8.993486553901324,75.09770169148014
5.72852941332232,842.7470920100786,539.3581388864503,21.47206379422962,89.29133304704105,53.90455365150582,32.81604923929897,4827.701504571587,2.9256972626155484,8.27147058667768,123.00334900997764
6.405393715497356,1485.7930912446184,950.9075783965558,25.300022778629636,84.97057977861678,80.47128651713513,41.02906865053302,9517.089729187668,3.1719583346013733,7.594606284502644,162.05660690817422
7.449040563752366,342.02323774875157,218.89487215920101,28.051768741518153,16.663671987308692,7.573288404304718,55.488205320428165,2547.7449717363697,2.53405561390178,6.550959436247634,208.95876324056937
8.321762612067776,197.8920034806342,126.65088222760589,28.812424124106855,8.13537776518324,6.7,69.25173297160909,1646.8102757923277,2.29642824537163,5.678237387932224,239.77015383903205
4.888064912818599,382.80769209625953,244.9969229416061,20.896312246749066,106.04791145414524,89.6480892800835,23.8931785919283,1871.188848092792,2.582980655858715,9.1119350871814,102.1425307006357
5.337255191186629,672.0701245082888,430.12487968530485,26.48393300696244,107.65429220808059,73.9188728735141,28.48629297584862,3587.0097608733086,2.8274145901640986,8.662744808813372,141.3515089244492
4.8254139732731325,752.965487879071,481.89791224260546,28.078137483257684,163.05876408957397,136.8615658641661,23.284620013459598,3633.3701866040906,2.876775070799413,9.174586026726868,135.48863695519574
7.274969949106463,491.8267528583077,314.76912182931693,28.571316987429206,20.21674509116053,13.942522045254089,52.925187760402096,3578.0248472108,2.691812148442421,6.725030050893537,207.85547248994249
6.61921215402255,239.6385525035728,153.3686736022866,20.18315417306679,26.769691740587536,14.094756706442341,43.81396953995985,1586.2184193040202,2.3795566876433756,7.38078784597745,133.59657940887465
6.830975267483289,207.93680896484264,133.0795577374993,25.40980738320415,22.26048077968711,12.19636741895745,46.6622231049684,1420.4111992382375,2.317931374927034,7.169024732516711,173.57376578618184
5.443176235471478,472.7518969617406,302.561214055514,23.941147710121314,84.99763667615179,52.49221467216812,29.628167530401452,2573.2718908162074,2.6746332801682957,8.556823764528522,130.31588626564474
5.0820157259553405,1208.829537281149,773.6509038599354,26.193793687828652,187.61923651289504,191.4552098586885,25.826883838857388,6143.290718462116,3.082365063277933,8.91798427404466,133.11727144397494
8.036892794625757,120.7738389778923,77.29525694585107,24.227235622702512,8.818123470454323,6.7,64.59164579230742,970.646396260714,2.0819728712223675,5.963107205374243,194.7116954097983
5.993621663154037,493.5584978253263,315.8774386082088,21.740270593086816,52.100960775496524,34.099534993703855,35.923500641029364,2958.20290459964,2.6933386337576986,8.006378336845962,130.3029567895558
7.018812552607741,268.919271812212,172.1083339598157,31.183986568518318,21.351817194628428,12.46062332843956,49.263729648643995,1887.4939606336868,2.4296219265884638,6.981187447392259,218.87455636746756
5.610153641911564,376.02791379198766,240.6578648268721,23.391861812807438,58.724501947532076,43.44531485424258,31.473823885853587,2109.574370020527,2.5752200852357996,8.389846358088436,131.2319387402137
6.968410953359648,261.62215924283424,167.4381819154139,27.0591482689127,21.602131592337418,12.650689514062607,48.55875121490271,1823.090720109368,2.417674525697017,7.031589046640352,188.559265185674
6.33570664703205,337.50554088636727,216.00354616727506,22.657717421253526,32.21836675844748,23.02230530084403,40.141178717246106,2138.3360988039044,2.528280907112588,7.66429335296795,143.55265087240986
8.02203177062853,371.7511656842973,237.92074603795027,16.907908829322622,10.731940917454088,6.7,64.3529937289735,2982.1996618876233,2.570252338994837,5.97796822937147,135.6357818037167
8.322714949549928,209.01923739645855,133.77231193373348,26.613966145928877,7.233680047005614,6.7,69.26758413146186,1739.607531823031,2.3201862588892737,5.677285050450072,221.50045390953795
